Waypoint Name,Waypoint Type,Latitude,Longitude,Frequency
UKUYU,EAENRT,70.1627,-151.241,-999
ULAST,EAENRT,66.7316,-144.422,-999
ULETE,EAENRT,58.6483,-156.588,-999
ULOVE,EAENRT,60.6019,-161.662,-999
ULUTO,EAENRT,46.3044,-84.0947,-999
UNCUS,EAENRT,58.3545,-134.652,-999
UNEKY,EAENRT,57.167,-133.195,-999
UNETE,EAENRT,55.2484,-163.064,-999
UREKA,EAENRT,61.9725,-146.997,-999
URTOW,EAENRT,62.067,-150.061,-999
USOXY,EAENRT,62.4893,-145.18,-999
USUKY,EAENRT,61.8982,-150.49,-999
UTICE,EAENRT,62.3098,-157.632,-999
UTIGE,EAENRT,61.8778,-165.331,-999
UVALL,EAENRT,69.9481,-148.162,-999
UVHAL,EAENRT,59.1386,-158.08,-999
UYABI,EAENRT,60.4999,-145.634,-999
UYOVA,EAENRT,64.8715,-147.286,-999
VALNR,EAENRT,55.4508,-131.902,-999
VAZPU,EAENRT,56.4567,-132.432,-999
VEDDA,EAENRT,63.0695,-154.433,-999
VEGHR,EAENRT,56.6425,-132.808,-999
VEILL,EAENRT,61.1372,-154.263,-999
VENCE,EAENRT,64.4896,-158.002,-999
VIAGE,EAENRT,70.3391,-149.475,-999
VICSU,EAENRT,62.1959,-145.474,-999
VIDDA,EAENRT,60.8781,-160.476,-999
VIGLO,EAENRT,45.3967,-82.4197,-999
VILRO,EAENRT,45.6158,-72.7156,-999
VISVY,EAENRT,52.6881,174.276,-999
VIXEN,EAENRT,55.833,-132.11,-999
VOCUR,EAENRT,64.2931,-165.162,-999
VOKUV,EAENRT,49.0657,-95.1625,-999
VOLOB,EAENRT,70.5,-141,-999
VONGE,EAENRT,56.529,-132.718,-999
VONNY,EAENRT,62.75,-151.862,-999
VOPCU,EAENRT,64.049,-145.378,-999
VOTOC,EAENRT,64.5284,-165.408,-999
VOVUC,EAENRT,54.1316,-166.33,-999
VOVUY,EAENRT,67.8166,-154.61,-999
VRMIL,EAENRT,48.4613,-91.9846,-999
VRNRS,EAENRT,42.277,-82.7082,-999
VSCOY,EAENRT,58.3406,-134.513,-999
VULHO,EAENRT,56.8181,-132.825,-999
VUSUY,EAENRT,63.434,-160.868,-999
VUWCU,EAENRT,66.9064,-150.495,-999
VUYDU,EAENRT,65.3387,-156.705,-999
VVALY,EAENRT,58.3421,-134.517,-999
WABAK,EAENRT,57.9143,-152.17,-999
WABIR,EAENRT,64.7663,-147.191,-999
WAGEN,EAENRT,58.8894,-162.3,-999
WAGOL,EAENRT,61.143,-149.854,-999
WAGVI,EAENRT,64.423,-165.195,-999
WAHTO,EAENRT,58.042,-134.1,-999
WAKAS,EAENRT,61.8801,-150.616,-999
WAKIN,EAENRT,51.877,-176.666,-999
WAKIP,EAENRT,70.3746,-150.826,-999
WAKOV,EAENRT,64.6447,-147.636,-999
WAKRA,EAENRT,54.1381,-166.548,-999
WAKSA,EAENRT,58.4909,-156.255,-999
WALAC,EAENRT,45.7786,-82.0606,-999
WALDN,EAENRT,55.2901,-131.601,-999
WALER,EAENRT,56.274,-132.378,-999
WALLT,EAENRT,51.7813,174.883,-999
WALUS,EAENRT,59.6229,-152.671,-999
WAMUP,EAENRT,58.989,-155.332,-999
WANIX,EAENRT,60.3922,-160.792,-999
WANOR,EAENRT,58.1389,-134.42,-999
WANUR,EAENRT,64.6915,-147.124,-999
WAPAX,EAENRT,64.9429,-147.118,-999
WAPHI,EAENRT,57.7498,-152.393,-999
WAPRA,EAENRT,62.2411,-145.498,-999
WAPRO,EAENRT,62.5717,-161.198,-999
WARRT,EAENRT,69.3526,-153,-999
WARVI,EAENRT,63.2049,-163.116,-999
WASUT,EAENRT,56.9569,-132.895,-999
WATUB,EAENRT,61.6264,-149.471,-999
WAVTO,EAENRT,58.2872,-134.796,-999
WAXIM,EAENRT,61.5344,-161.571,-999
WAXOV,EAENRT,62.1162,-158.468,-999
WAYVZ,EAENRT,56.864,-135.411,-999
WAZZU,EAENRT,58.2347,-135.144,-999
WEBOD,EAENRT,56.7917,-132.755,-999
WEDAD,EAENRT,70.2505,-149.189,-999
WEDGY,EAENRT,68.575,-149.627,-999
WEEDN,EAENRT,41.977,-82.935,-999
WEEKE,EAENRT,60.8142,-161.421,-999
WEKEX,EAENRT,57.8827,-152.564,-999
WEKOL,EAENRT,55.1314,-131.806,-999
WELES,EAENRT,70.1542,-146.628,-999
WELLE,EAENRT,63.5587,-148.255,-999
WEMSY,EAENRT,52.7339,173.762,-999
WENGI,EAENRT,70.0469,-147.997,-999
WESED,EAENRT,64.2639,-145.935,-999
WETSI,EAENRT,55.3927,-162.582,-999
WEVIN,EAENRT,60.1417,-145.102,-999
WIBTA,EAENRT,56.1524,-133.911,-999
WICOL,EAENRT,60.2333,-147.411,-999
WIDTH,EAENRT,57.3423,-155.99,-999
WIDVA,EAENRT,59.9361,-153.905,-999
WIGUL,EAENRT,55.4861,-132.033,-999
WIKSU,EAENRT,55.2737,-131.607,-999
WILGA,EAENRT,60.3411,-166.396,-999
WILLM,EAENRT,56.9527,-135.407,-999
WILOW,EAENRT,61.1867,-150.277,-999
WILTS,EAENRT,64.9807,-148.581,-999
WIMAN,EAENRT,69.4922,-147.716,-999
WIMAV,EAENRT,66.8916,-162.636,-999
WIMRU,EAENRT,70.2432,-148.885,-999
WINNZ,EAENRT,41.9241,-82.5749,-999
WINOR,EAENRT,62.4917,-154.017,-999
WIPVO,EAENRT,61.1449,-149.859,-999
WIVEK,EAENRT,58.0421,-135.077,-999
WJSDT,EAENRT,57.7175,-152.46,-999
WLRUS,EAENRT,60.7671,-149.981,-999
WNGCO,EAENRT,65.3658,-167.836,-999
WODSI,EAENRT,64.4986,-165.47,-999
WODUX,EAENRT,58.1402,-134.382,-999
WOGAP,EAENRT,60.9476,-154.241,-999
WOGIM,EAENRT,66.8506,-150.985,-999
WOKET,EAENRT,70.0442,-148.42,-999
WOLCI,EAENRT,59.6434,-154.625,-999
WOLIG,EAENRT,64.119,-161.357,-999
WOLMA,EAENRT,58.3482,-134.668,-999
WOLPI,EAENRT,66.9288,-150.458,-999
WOLPU,EAENRT,69.9424,-146.735,-999
WOMEV,EAENRT,62.312,-162.965,-999
WONAB,EAENRT,64.3466,-164.062,-999
WORON,EAENRT,61.2252,-150.029,-999
WORRI,EAENRT,58.7662,-154.168,-999
WORTT,EAENRT,59.5997,-140.177,-999
WORUT,EAENRT,71.2848,-156.943,-999
WOSMI,EAENRT,58.3785,-134.848,-999
WOSOM,EAENRT,64.0661,-145.956,-999
WOXOK,EAENRT,61.8256,-164.558,-999
WOXOX,EAENRT,59.5965,-142.903,-999
WTEVR,EAENRT,42.4631,-81.7325,-999
WUBDO,EAENRT,57.1052,-133.619,-999
WUBEN,EAENRT,70.1556,-150.152,-999
WUDEK,EAENRT,64.4632,-165.684,-999
WUMEV,EAENRT,55.2261,-131.763,-999
WUNUX,EAENRT,51.861,-176.732,-999
WURMA,EAENRT,64.5143,-165.468,-999
WUSID,EAENRT,57.0742,-134.229,-999
WUSMA,EAENRT,66.884,-162.543,-999
WUXAN,EAENRT,59.8833,-149,-999
XADZY,EAENRT,57.0167,-133,-999
XAGGY,EAENRT,64.4921,-165.325,-999
XIBLY,EAENRT,61.1447,-149.856,-999
XIBUL,EAENRT,45.2949,-67.4545,-999
YADME,EAENRT,70.2286,-151.39,-999
YAGUN,EAENRT,63.8049,-160.155,-999
YARRK,EAENRT,42.5227,-81.2683,-999
YASCY,EAENRT,55.6889,-132.353,-999
YEDNU,EAENRT,62.6575,-141.341,-999
YENSI,EAENRT,57.0326,-132.889,-999
YENUL,EAENRT,61.9074,-165.129,-999
YEYYU,EAENRT,58.7726,-157.058,-999
YICAX,EAENRT,56.6625,-132.617,-999
YIGUF,EAENRT,70.3107,-149.129,-999
YOFIN,EAENRT,64.9033,-164.779,-999
YONEK,EAENRT,61.173,-151.236,-999
YONXU,EAENRT,58.9183,-158.025,-999
YORVU,EAENRT,58.4188,-156.102,-999
YOVLU,EAENRT,63.1058,-141.398,-999
YOVUV,EAENRT,69.3643,-152.287,-999
YOYUB,EAENRT,62.063,-158.321,-999
YUCON,EAENRT,63.6242,-159.102,-999
YUCUY,EAENRT,70.5039,-149.036,-999
YUKLA,EAENRT,60.9559,-150.069,-999
YUKUN,EAENRT,64.7516,-155.4,-999
YURUG,EAENRT,66.8335,-150.612,-999
YURUP,EAENRT,56.4844,-158.001,-999
YURUS,EAENRT,64.0362,-145.656,-999
YUSUR,EAENRT,70.0835,-146.726,-999
YUZTY,EAENRT,64,-142.81,-999
ZABOB,EAENRT,59.0488,-155.403,-999
ZADRO,EAENRT,70.2194,-150.201,-999
ZAKEV,EAENRT,61.574,-159.512,-999
ZALOR,EAENRT,64.5493,-146.999,-999
ZALSI,EAENRT,71.1732,-156.976,-999
ZAMED,EAENRT,55.2653,-131.608,-999
ZAMOM,EAENRT,58.8479,-156.538,-999
ZAMTO,EAENRT,60.3624,-166.309,-999
ZANEB,EAENRT,66.8644,-150.563,-999
ZANEP,EAENRT,64.6341,-165.476,-999
ZANLO,EAENRT,64.365,-147.33,-999
ZARFS,EAENRT,71.1686,-157.033,-999
ZARSI,EAENRT,70.3736,-148.96,-999
ZARUT,EAENRT,57.0503,-133.797,-999
ZATOS,EAENRT,59.535,-139.711,-999
ZAVES,EAENRT,70.2076,-146.072,-999
ZAVSO,EAENRT,70.154,-146.949,-999
ZAXUM,EAENRT,58.6876,-147.891,-999
ZEBUV,EAENRT,54.3044,-165.948,-999
ZEKEG,EAENRT,60.8832,-160.524,-999
ZEKIM,EAENRT,58.4517,-134.953,-999
ZEMUP,EAENRT,61.1679,-149.905,-999
ZENGO,EAENRT,64.0009,-165.431,-999
ZENLA,EAENRT,67.1325,-151.796,-999
ZEPNA,EAENRT,60.1322,-147.58,-999
ZERUM,EAENRT,56.365,-132.297,-999
ZESET,EAENRT,70.1264,-146.91,-999
ZESKA,EAENRT,60.3876,-162.908,-999
ZETAM,EAENRT,64.8736,-147.272,-999
ZETAN,EAENRT,57.1247,-170.236,-999
ZEVMO,EAENRT,57.329,-134.73,-999
ZEVON,EAENRT,57.1117,-157.621,-999
ZEXTU,EAENRT,61.7605,-148.628,-999
ZIBVI,EAENRT,59.9701,-151.2,-999
ZIDMU,EAENRT,61.8073,-159.1,-999
ZIDOR,EAENRT,62.8085,-142.574,-999
ZIDOV,EAENRT,67.0411,-150.446,-999
ZIGIR,EAENRT,61.9269,-158.452,-999
ZIHCE,EAENRT,68.0151,-162.937,-999
ZIKLA,EAENRT,61.1698,-149.91,-999
ZILIP,EAENRT,64.5324,-165.585,-999
ZILKO,EAENRT,57.6831,-157.91,-999
ZIMEB,EAENRT,66.8702,-162.725,-999
ZIMIV,EAENRT,65.1737,-147.065,-999
ZIMUR,EAENRT,60.5629,-147.041,-999
ZINAM,EAENRT,60.6187,-152.132,-999
ZIPIB,EAENRT,66.8291,-162.49,-999
ZIPIE,EAENRT,56.9946,-135.344,-999
ZIPPS,EAENRT,60.4291,-151.48,-999
ZIREK,EAENRT,64.5304,-146.943,-999
ZISLA,EAENRT,71.1771,-157.143,-999
ZIXUM,EAENRT,58.3515,-134.551,-999
ZOBVA,EAENRT,71.1733,-156.559,-999
ZOGBI,EAENRT,55.3083,-131.632,-999
ZOGMA,EAENRT,51.8554,-176.771,-999
ZOKIX,EAENRT,61.9382,-145.56,-999
ZOLOR,EAENRT,66.8145,-162.708,-999
ZOMBY,EAENRT,64.7415,-156,-999
ZOMIL,EAENRT,66.8766,-162.504,-999
ZONBA,EAENRT,64.0078,-167.762,-999
ZOPRY,EAENRT,59.4409,-139.526,-999
ZORNI,EAENRT,53.9384,-166.548,-999
ZOSIV,EAENRT,64.7834,-165.32,-999
ZOSUM,EAENRT,65.0923,-152.606,-999
ZOXIS,EAENRT,64.723,-147.153,-999
ZOXNE,EAENRT,59.031,-155.727,-999
ZOXOL,EAENRT,67.6047,-163.098,-999
ZOXOR,EAENRT,62.8731,-155.98,-999
ZUDNO,EAENRT,66.6667,-143.792,-999
ZUGRU,EAENRT,58.239,-135.071,-999
ZUHXY,EAENRT,58.1833,-134.396,-999
ZUKNU,EAENRT,71.2139,-156.311,-999
ZULIL,EAENRT,58.3589,-134.7,-999
ZUMEL,EAENRT,65.5529,-156.508,-999
ZUNOS,EAENRT,59.4449,-157.046,-999
ZUPAK,EAENRT,55.6685,-132.851,-999
ZUPIB,EAENRT,61.0715,-149.99,-999
ZUPVO,EAENRT,66.5786,-145.233,-999
ZUSID,EAENRT,64.426,-165.407,-999
ZUSIT,EAENRT,58.3619,-135.291,-999
ZUTAB,EAENRT,66.9912,-150.759,-999
ZUTKU,EAENRT,57.0346,-135.388,-999
ZUTLI,EAENRT,55.5552,-133.124,-999
ZUTSU,EAENRT,64.4428,-164.879,-999
BILNE,Airport Terminal,52.2663,-174.519,-999
CEVNO,Airport Terminal,52.4571,-173.844,-999
DIATI,Airport Terminal,52.1867,-174.058,-999
GANEF,Airport Terminal,52.1779,-173.896,-999
MACSU,Airport Terminal,52.2139,-174.179,-999
WOKAT,Airport Terminal,52.2445,-174.316,-999
ZIKEF,Airport Terminal,52.2383,-174.214,-999
FAPUN,Airport Terminal,61.6367,-149.305,-999
INICE,Airport Terminal,61.5962,-149.748,-999
KIYAV,Airport Terminal,61.4948,-149.383,-999
LEYIT,Airport Terminal,61.6246,-149.517,-999
MAVUE,Airport Terminal,61.5836,-149.103,-999
OWGAT,Airport Terminal,61.5184,-149.529,-999
RIGAE,Airport Terminal,61.6161,-149.204,-999
ZUYEB,Airport Terminal,61.5339,-149.192,-999
BUVPE,Airport Terminal,70.113,-143.388,-999
CAGIX,Airport Terminal,70.1131,-143.629,-999
DEVKE,Airport Terminal,70.1123,-143.071,-999
EBGEC,Airport Terminal,70.2451,-143.067,-999
FABAX,Airport Terminal,69.9795,-143.074,-999
HULKS,Airport Terminal,70.1121,-144.235,-999
IYAPI,Airport Terminal,70.1129,-143.918,-999
JESOT,Airport Terminal,70.1131,-143.678,-999
KNARS,Airport Terminal,70.113,-143.804,-999
KOKBE,Airport Terminal,70.2449,-144.239,-999
LEPGE,Airport Terminal,69.9793,-144.231,-999
ZUVHO,Airport Terminal,70.1131,-143.512,-999
ANEYA,Airport Terminal,60.7064,-161.918,-999
AYWAF,Airport Terminal,60.8145,-162.005,-999
BOZEL,Airport Terminal,60.6933,-161.909,-999
CATUB,Airport Terminal,60.969,-161.667,-999
CITAY,Airport Terminal,60.5635,-161.806,-999
DISVE,Airport Terminal,60.7329,-161.874,-999
DURAY,Airport Terminal,60.6128,-162.03,-999
FAPLO,Airport Terminal,60.8592,-161.761,-999
INEME,Airport Terminal,61.0213,-161.915,-999
KAYSE,Airport Terminal,60.8667,-161.759,-999
KUSKM,Airport Terminal,60.8656,-161.76,-999
LAEVO,Airport Terminal,60.9147,-161.413,-999
LIJHA,Airport Terminal,60.6425,-162.179,-999
NAPAC,Airport Terminal,60.6949,-161.912,-999
NIPSE,Airport Terminal,60.5495,-161.741,-999
NIRVE,Airport Terminal,60.6549,-162.237,-999
PENIE,Airport Terminal,60.8076,-161.812,-999
PUYIC,Airport Terminal,60.6025,-161.989,-999
RATNE,Airport Terminal,60.9021,-161.355,-999
ROMAC,Airport Terminal,60.6032,-161.992,-999
SUYOC,Airport Terminal,60.9682,-161.664,-999
TOORR,Airport Terminal,61.0344,-161.978,-999
VIRUC,Airport Terminal,60.7609,-161.853,-999
BIHGO,Airport Terminal,66.0344,-161.359,-999
EBUPE,Airport Terminal,65.9889,-160.563,-999
FARPU,Airport Terminal,65.9358,-160.969,-999
HAGVA,Airport Terminal,66.1011,-161.628,-999
IBOKE,Airport Terminal,65.953,-161.036,-999
JAMUR,Airport Terminal,65.8765,-160.737,-999
KAGDE,Airport Terminal,65.7639,-160.909,-999
KENKE,Airport Terminal,65.9876,-161.798,-999
WADUN,Airport Terminal,66.2145,-161.457,-999
WIBLO,Airport Terminal,66.0005,-161.224,-999
AGXAN,Airport Terminal,71.2833,-155.962,-999
ASUKY,Airport Terminal,71.284,-156.171,-999
CFBGZ,Airport Terminal,71.2844,-157.359,-999
COXEL,Airport Terminal,71.3147,-156.534,-999
FEFTU,Airport Terminal,71.2009,-157.36,-999
JISTU,Airport Terminal,71.2847,-156.486,-999
KOZAK,Airport Terminal,71.201,-156.173,-999
OBCIN,Airport Terminal,71.2839,-157.362,-999
PEMOW,Airport Terminal,71.3925,-156.047,-999
SEKTY,Airport Terminal,71.2848,-156.566,-999
SIXEE,Airport Terminal,71.3668,-157.365,-999
SUCON,Airport Terminal,71.2945,-156.659,-999
TEKME,Airport Terminal,71.2849,-156.718,-999
URUQU,Airport Terminal,71.367,-156.168,-999
VALSY,Airport Terminal,71.2849,-156.685,-999
WANJO,Airport Terminal,71.2846,-157.049,-999
CUPOV,Airport Terminal,66.8317,-151.661,-999
HUVAD,Airport Terminal,67.0128,-150.766,-999
IKIVE,Airport Terminal,66.8094,-152.094,-999
IYOLU,Airport Terminal,67.1304,-150.918,-999
KIYEP,Airport Terminal,66.9984,-151.414,-999
LEVGE,Airport Terminal,66.9269,-151.508,-999
MELME,Airport Terminal,66.7392,-151.808,-999
NITYI,Airport Terminal,66.8527,-152.025,-999
NOYIR,Airport Terminal,67.072,-151.177,-999
PIBIC,Airport Terminal,66.6685,-151.524,-999
SIYOD,Airport Terminal,66.8923,-151.554,-999
SUCNO,Airport Terminal,66.8093,-151.77,-999
UMYAR,Airport Terminal,67.2675,-151.04,-999
VORUC,Airport Terminal,66.7613,-151.886,-999
WULPI,Airport Terminal,66.9011,-151.55,-999
WUTOM,Airport Terminal,67.0266,-151.327,-999
YUSNU,Airport Terminal,66.8572,-151.653,-999
AFVEK,Airport Terminal,54.9906,-162.501,-999
ATELE,Airport Terminal,55.1974,-162.695,-999
AVVUH,Airport Terminal,55.0278,-162.297,-999
BUKAY,Airport Terminal,54.9019,-162.741,-999
COTRA,Airport Terminal,55.2533,-162.759,-999
DEADS,Airport Terminal,55.4229,-162.878,-999
EPHEX,Airport Terminal,54.9949,-162.581,-999
JEGNO,Airport Terminal,55.3009,-162.793,-999
KOPEC,Airport Terminal,54.8815,-162.504,-999
LEMMR,Airport Terminal,55.2847,-162.391,-999
ODOWO,Airport Terminal,55.092,-162.648,-999
PABGE,Airport Terminal,55.1501,-162.688,-999
RIDOY,Airport Terminal,55.1725,-162.703,-999
RIGTE,Airport Terminal,55.4721,-162.66,-999
SOTOE,Airport Terminal,55.2115,-162.551,-999
TECON,Airport Terminal,55.01,-162.204,-999
FAPEP,Airport Terminal,65.5991,-145.037,-999
FINOD,Airport Terminal,65.5419,-144.461,-999
INDEY,Airport Terminal,65.6825,-145.357,-999
IPELE,Airport Terminal,65.518,-144.227,-999
NATSE,Airport Terminal,65.6904,-145.598,-999
ZIDAB,Airport Terminal,65.5937,-144.982,-999
ATUTE,Airport Terminal,61.4421,-158.863,-999
CIKNO,Airport Terminal,61.5401,-158.94,-999
FALUD,Airport Terminal,61.6052,-159.403,-999
HINSU,Airport Terminal,61.6334,-159.607,-999
KOWWY,Airport Terminal,61.5535,-159.655,-999
OFRAM,Airport Terminal,61.6012,-158.762,-999
PAWLA,Airport Terminal,61.5217,-158.812,-999
REDOY,Airport Terminal,61.7132,-159.558,-999
TUCCI,Airport Terminal,61.5543,-159.04,-999
FIDKA,Airport Terminal,66.8348,-143.443,-999
HODUM,Airport Terminal,66.7089,-143.522,-999
KIBRE,Airport Terminal,66.532,-144.121,-999
OLVIE,Airport Terminal,66.5916,-143.921,-999
RUGSE,Airport Terminal,66.7677,-143.318,-999
CIDNI,Airport Terminal,61.8416,-165.56,-999
CUNAS,Airport Terminal,61.8721,-165.613,-999
ELBEF,Airport Terminal,61.8296,-165.392,-999
FIDRO,Airport Terminal,61.9323,-165.687,-999
KUDBY,Airport Terminal,61.8778,-165.737,-999
REDOE,Airport Terminal,61.8164,-165.212,-999
RESVE,Airport Terminal,62.0332,-165.812,-999
BEECO,Airport Terminal,60.3792,-145.903,-999
BELTZ,Airport Terminal,60.3092,-145.813,-999
FELAW,Airport Terminal,60.4694,-145.374,-999
FOXUL,Airport Terminal,60.3588,-144.884,-999
FRRMN,Airport Terminal,60.4496,-145.285,-999
GOCEK,Airport Terminal,60.4685,-145.37,-999
HISTA,Airport Terminal,60.4506,-145.676,-999
IKWEY,Airport Terminal,60.3224,-144.916,-999
MAMOE,Airport Terminal,60.4031,-146.064,-999
NESGE,Airport Terminal,60.4903,-145.522,-999
NINZA,Airport Terminal,60.3896,-145.137,-999
ZONSI,Airport Terminal,60.4302,-145.199,-999
BIRAC,Airport Terminal,67.4138,-150.106,-999
CEVAC,Airport Terminal,67.3096,-150.169,-999
HULUD,Airport Terminal,66.9545,-150.256,-999
ITUXE,Airport Terminal,67.2578,-150.201,-999
IYIPE,Airport Terminal,67.1035,-150.87,-999
KAKGE,Airport Terminal,67.128,-150.405,-999
NEDNE,Airport Terminal,67.0293,-150.562,-999
UWUJO,Airport Terminal,67.5431,-150.027,-999
WESKA,Airport Terminal,67.3516,-150.144,-999
YUWGE,Airport Terminal,67.5104,-149.668,-999
ZAXIM,Airport Terminal,67.575,-150.387,-999
ZUVUB,Airport Terminal,67.1206,-150.502,-999
CIRAC,Airport Terminal,66.3012,-162.991,-999
COTUS,Airport Terminal,65.9389,-163.425,-999
DICDE,Airport Terminal,66.0864,-163.378,-999
DOKAC,Airport Terminal,65.7769,-162.911,-999
FEGEK,Airport Terminal,66.2541,-162.408,-999
FIBEB,Airport Terminal,66.1189,-162.932,-999
GIDBE,Airport Terminal,66.0252,-162.851,-999
GOTGE,Airport Terminal,65.9277,-162.299,-999
HALEY,Airport Terminal,65.9609,-162.973,-999
HOREL,Airport Terminal,66.1314,-162.647,-999
JALNU,Airport Terminal,65.8213,-162.494,-999
JEMUM,Airport Terminal,66.0073,-162.56,-999
KALKE,Airport Terminal,66.0338,-162.103,-999
NANRE,Airport Terminal,66.1716,-162.15,-999
NARIY,Airport Terminal,66.029,-162.632,-999
PORIC,Airport Terminal,66.3363,-162.667,-999
RAVOY,Airport Terminal,65.8581,-163.167,-999
SAGKO,Airport Terminal,66.1939,-163.185,-999
CAMIG,Airport Terminal,52.0603,-176.996,-999
CEBID,Airport Terminal,52.2631,-176.265,-999
COMAT,Airport Terminal,51.8095,-176.924,-999
EBILE,Airport Terminal,51.9622,-176.416,-999
GATIF,Airport Terminal,51.9512,-176.448,-999
GIDKE,Airport Terminal,51.9921,-176.33,-999
GUISE,Airport Terminal,51.9509,-176.449,-999
JALEX,Airport Terminal,51.9133,-176.557,-999
SALSE,Airport Terminal,51.9788,-176.252,-999
TICCU,Airport Terminal,52.0161,-176.102,-999
TTAUN,Airport Terminal,51.8702,-176.681,-999
WAURI,Airport Terminal,51.9101,-176.567,-999
WIBAV,Airport Terminal,51.9123,-176.56,-999
XERIC,Airport Terminal,51.77,-176.9,-999
YAKUL,Airport Terminal,51.8347,-176.902,-999
YIQTO,Airport Terminal,52.0171,-176.367,-999
ZUXUN,Airport Terminal,51.8951,-176.609,-999
CFFCR,Airport Terminal,59.355,-158.202,-999
EMHUT,Airport Terminal,58.8439,-158.689,-999
INDRA,Airport Terminal,59.2474,-158.308,-999
JOVRY,Airport Terminal,58.9356,-158.964,-999
JUBAL,Airport Terminal,59.1356,-158.417,-999
KIYGE,Airport Terminal,58.7902,-158.397,-999
LOWES,Airport Terminal,59.0628,-158.488,-999
RALRY,Airport Terminal,58.8632,-158.68,-999
SUBWA,Airport Terminal,58.9629,-158.584,-999
UTKOW,Airport Terminal,59.2629,-158.723,-999
ZEDAG,Airport Terminal,59.2489,-158.307,-999
ANECA,Airport Terminal,61.8861,-161.922,-999
BECAD,Airport Terminal,61.8655,-161.993,-999
CADUG,Airport Terminal,61.9425,-161.651,-999
CAGUL,Airport Terminal,61.8748,-161.764,-999
CATLU,Airport Terminal,61.8609,-162.105,-999
CEGOT,Airport Terminal,61.8473,-162.421,-999
DICEC,Airport Terminal,61.8428,-162.127,-999
EPUTE,Airport Terminal,61.8674,-161.947,-999
FABSO,Airport Terminal,61.9023,-161.844,-999
GINAA,Airport Terminal,61.8565,-162.209,-999
HAKRO,Airport Terminal,61.7479,-162.402,-999
JAGUT,Airport Terminal,62.0248,-161.727,-999
KRYYS,Airport Terminal,61.8619,-162.081,-999
ZOXIM,Airport Terminal,61.8659,-162.018,-999
CADUL,Airport Terminal,57.755,-152.43,-999
CHINI,Airport Terminal,57.7422,-152.035,-999
FEGEN,Airport Terminal,57.9713,-152.051,-999
JOSRA,Airport Terminal,57.7471,-152.263,-999
MATOE,Airport Terminal,57.784,-152.252,-999
REREE,Airport Terminal,57.7502,-152.413,-999
RIXAE,Airport Terminal,57.8288,-152.045,-999
RUGVE,Airport Terminal,57.8155,-152.056,-999
TESUE,Airport Terminal,57.7582,-152.431,-999
WITMI,Airport Terminal,57.9325,-152.24,-999
AFPIV,Airport Terminal,54.0019,-166.573,-999
EYUYO,Airport Terminal,54.101,-166.594,-999
USUHU,Airport Terminal,53.9442,-166.56,-999
BEVAN,Airport Terminal,63.0362,-152.731,-999
BRODE,Airport Terminal,61.4005,-150.941,-999
CRUZR,Airport Terminal,62.2937,-148.847,-999
DAWNE,Airport Terminal,61.4595,-151.445,-999
DXXTR,Airport Terminal,61.7738,-148.825,-999
GRUUB,Airport Terminal,61.3559,-150.572,-999
GUSTR,Airport Terminal,62.0846,-153.276,-999
HOBBS,Airport Terminal,61.4317,-150.028,-999
HOJOE,Airport Terminal,62.3569,-147.197,-999
JINXX,Airport Terminal,61.5678,-149.374,-999
LAINN,Airport Terminal,61.5861,-151.071,-999
MEMRY,Airport Terminal,61.9479,-151.328,-999
REDXX,Airport Terminal,61.9092,-149.129,-999
RNICH,Airport Terminal,61.278,-150.345,-999
RUNTZ,Airport Terminal,61.3819,-150.259,-999
SLICK,Airport Terminal,61.6484,-150.883,-999
SPAIR,Airport Terminal,60.6196,-154.346,-999
SSNOW,Airport Terminal,61.2223,-150.149,-999
STOON,Airport Terminal,61.5907,-152.634,-999
TIDBY,Airport Terminal,61.6195,-149.242,-999
TODME,Airport Terminal,61.8932,-150.132,-999
UCABU,Airport Terminal,61.6522,-149.314,-999
CUCAR,Airport Terminal,60.3697,-161.722,-999
HULIG,Airport Terminal,60.2525,-162.031,-999
IPOYU,Airport Terminal,60.3906,-161.987,-999
JUDOK,Airport Terminal,60.1765,-162.056,-999
OVIYI,Airport Terminal,60.1198,-162.074,-999
ROGVE,Airport Terminal,60.0367,-162.1,-999
TEKOC,Airport Terminal,60.411,-162.253,-999
VICUB,Airport Terminal,60.3075,-162.014,-999
VICUK,Airport Terminal,60.0568,-162.363,-999
WUBUG,Airport Terminal,60.0161,-161.837,-999
AYACO,Airport Terminal,64.8142,-141.384,-999
BAMVE,Airport Terminal,64.934,-141.822,-999
IPERE,Airport Terminal,64.7838,-141.178,-999
WERVU,Airport Terminal,64.8328,-141.512,-999
ZESIK,Airport Terminal,65.1482,-142.492,-999
APPEL,Airport Terminal,65.3829,-146.002,-999
BNGAL,Airport Terminal,65.1237,-147.239,-999
CABIN,Airport Terminal,65.8005,-145.525,-999
EYEGO,Airport Terminal,65.1195,-146.535,-999
FALCO,Airport Terminal,64.9834,-147.362,-999
RELMY,Airport Terminal,65.5524,-146.169,-999
SOWAH,Airport Terminal,65.3233,-146.747,-999
TIRNE,Airport Terminal,65.2915,-146.427,-999
UBGEW,Airport Terminal,65.0501,-147.417,-999
ECKIX,Airport Terminal,62.8671,-164.501,-999
EGICI,Airport Terminal,62.5926,-164.647,-999
KACIQ,Airport Terminal,62.9795,-164.332,-999
KAVWI,Airport Terminal,62.7052,-164.481,-999
