OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC
5340,21D6AA49-4369-4A73-9B01-F82BB6FE85DC,IS49,Illinois Valley Community Hospital,41-19-44.3400N,089-07-25.8600W,600,,HP,PERU,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5341,84FCD153-FD46-4D45-8C9C-BD0A032E6248,3IL6,Pinckneyville Correctional Center,38-05-02.1700N,089-19-40.1900W,463,,HP,PINCKNEYVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5342,75817B9B-FA4C-434E-B557-A3A542D1DB4B,24LL,Lambert,38-05-10.1830N,089-27-32.3260W,510,,AD,PINCKNEYVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5343,AB19F84E-39F5-4AD1-AB78-C3D1CB785BAE,PJY,Pinckneyville-Du Quoin,37-58-40.3830N,089-21-37.6160W,400.4,KPJY,AD,PINCKNEYVILLE,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
5344,D84DE76D-992A-46AA-9D3B-6C48CCDEB0ED,LL42,St James Hospital,40-52-15.5700N,088-40-50.6200W,656,,HP,PONTIAC,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5345,E94FCFED-6396-4DE1-9511-D537AF51D0EF,IS66,Rhea Rla,40-35-32.1520N,091-12-05.5280W,684,,AD,PONTOOSUC,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5346,FCBFCBD9-7640-434A-A049-1D40FBCA0CDB,C77,Poplar Grove,42-19-22.3000N,088-50-10.7000W,857.4,,AD,POPLAR GROVE,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
5347,807D3F99-57AB-4568-8805-7327B35DAB28,72LL,Foley,41-22-25.1280N,089-20-40.3200W,690,,AD,PRINCETON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5348,5B32C414-DB7B-4605-9F01-31E701D4F872,IS67,Perry Mem Hospital,41-22-00.5400N,089-27-22.1700W,735,,HP,PRINCETON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5349,FE95F3F1-8C43-43AD-A43D-BE043F8A0574,LL08,Advanced ASphalt,41-23-09.0000N,089-28-17.0000W,705,,HP,PRINCETON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5350,CA536E6A-391F-471D-9FF2-AF1A72B247A8,LL64,Ralph E Daniels,41-11-58.1310N,089-23-40.3230W,457,,AD,PUTNAM,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5351,815613DE-8283-4121-A6DB-BD787ED908DD,88IS,Blickhan Lndg Area,40-00-30.1660N,091-22-55.5370W,635,,AD,QUINCY,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5352,F2C1B2B9-B9AF-4412-92FD-A588BC5C53F2,0IS8,Blessing Hospital,39-56-09.6900N,091-23-55.0800W,625,,HP,QUINCY,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5353,BFDECD82-DC86-447F-8BA3-529353FFDF0A,UIN,Quincy Rgnl-Baldwin Fld,39-56-34.8626N,091-11-40.0681W,768.7,KUIN,AD,QUINCY,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5354,074437F2-8A28-422A-A54D-0609D2E3CCEF,IS24,Harris,39-04-40.0000N,089-04-54.0000W,551,,AD,RAMSEY,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5355,EC1C1762-8C6C-4D44-B64D-E19DE1CB515E,TIP,Rantoul Natl Avn Cntr-Frank Elliott Fld,40-17-36.8000N,088-08-32.6000W,737.9,KTIP,AD,RANTOUL,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5356,E01919A5-D649-428C-BEA4-7CAABCC53E3B,09IS,Swedish American,42-15-57.1100N,089-04-24.8100W,874,,HP,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5357,B3C41055-7616-40D9-874F-C21769159F76,LL78,Lz Fairwinds,42-18-42.0670N,089-09-03.3890W,752,,AD,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5358,27839775-6FE2-4E4B-BB00-DC325D06C7FF,LL79,Severson,42-23-35.0600N,089-07-50.3940W,813,,AD,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5359,DFA94AC8-B689-4570-AF07-BB90EF328547,LL80,Darrington,42-22-55.0600N,089-09-40.3950W,862,,AD,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5360,E63339CF-7EC6-4F21-B996-5874C21419DA,LL81,Latham Park Aero Estates,42-22-32.2650N,089-04-13.4850W,757,,AD,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5361,2B1089A0-B626-45B5-B105-1192360A7091,LL83,Javon Bea Hospital-Rockton,42-17-57.0100N,089-05-59.3800W,731,,HP,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5362,FFF2D1DE-6478-46AF-869C-62EFC9C03F70,LL84,St Anthony Medical Center,42-16-14.5000N,089-00-26.0600W,871,,HP,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5363,58432F97-C1D5-4B57-AAA2-6AA7F0EA51D2,1IS7,Ingersoll,42-17-58.0690N,089-04-09.3820W,745,,HP,ROCKFORD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5364,C10C1042-F3BA-4256-9ACE-92D1AB50B484,RFD,Chicago/Rockford Intl,42-11-43.3000N,089-05-50.0000W,742,KRFD,AD,CHICAGO/ROCKFORD,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5365,524F9B61-A69B-4593-A6E5-D0A8F9B47D87,1C8,Cottonwood,42-17-30.0690N,089-08-10.3860W,741,,AD,ROCKFORD,IL,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5366,D1F7346D-4A51-4412-9930-A3B1496072EC,0IS0,Trinity Medical Center - Rock Island,41-28-54.8400N,090-34-16.1800W,664,,HP,ROCK ISLAND,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5367,450BAA06-4451-44AE-818D-6EA22A08FC62,LL87,Compass Rose,42-27-20.0600N,088-54-10.3820W,970,,AD,ROCKTON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5368,07465E6D-05C0-4E50-8595-E2D0B717372C,LL89,Blackhawk Farms Raceway LLC,42-29-14.0520N,089-06-28.3990W,759,,AD,ROCKTON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5369,32CDF4DE-FAFC-4549-BE81-0F8DDB46838D,0LL6,Gord,41-41-54.1060N,088-36-27.2780W,710,,AD,SANDWICH,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5370,FDE2AA15-DF8A-4DEC-ACF2-7CACA6734E1A,0LL7,Valley West Hospital,41-39-28.7800N,088-37-16.6700W,670,,HP,SANDWICH,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5371,F22C75BE-B14F-4274-B53C-B83D88792A0F,SFY,Tri-Township,42-02-45.0000N,090-06-28.6000W,616.3,KSFY,AD,SAVANNA,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
5372,9315FE52-5A41-472E-A99D-5013F9D712BE,95LL,Deckert,40-43-09.0000N,089-09-28.0000W,745,,HP,SECOR,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5373,0FA95BC9-DCA3-42CB-88EE-EE57F2257F13,1LL2,Spring Brook,41-18-02.1200N,088-38-08.2590W,500,,AD,SENECA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5374,B6012BB3-3C8B-4282-9CC8-489F88B55250,5IL7,Howard,41-17-31.0000N,088-35-21.0000W,570,,HP,SENECA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5375,E9F66E92-24FE-4142-A25B-EF496D13AD05,4IS7,Litchfield Rla,40-04-23.1150N,088-23-58.2030W,704,,AD,SEYMOUR,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5376,138CC64D-6DF6-4B3F-B652-2CF9BDD76554,43IS,Igoe,40-05-52.1160N,088-25-14.2070W,695,,HP,SEYMOUR,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5377,1A1E01E4-42D3-402C-A026-0EC6669A96D6,1LL7,Edwin G Bennett,41-20-59.1290N,089-46-23.3660W,690,,AD,SHEFFIELD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5378,FCB646BE-A9F9-48A5-8DF8-C2B67F168B25,2H0,Shelby Co,39-24-40.6900N,088-50-43.8800W,618.9,,AD,SHELBYVILLE,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
5379,FECE6405-BC37-4089-AAD7-DE4CE2DCB783,II23,Hshs Good Shepherd Hospital,39-24-22.0800N,088-48-31.8400W,628,,HP,SHELBYVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5380,789B56C1-75A2-45E0-B5AD-0F6E74BCC65F,1LL8,Zoomer Fld,40-47-20.1300N,087-33-30.1020W,680,,AD,SHELDON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5381,C2B1F7CE-C9C6-44E6-9E41-A54EDB789ACC,54LL,Mem Medical Center - Springfield,39-48-41.5700N,089-39-17.9800W,596,,HP,SPRINGFIELD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5382,227B257A-3BB0-481A-B6D7-0311A57FCAB9,97IS,St Johns Hospital,39-48-24.0000N,089-38-40.0000W,632,,HP,SPRINGFIELD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5383,85D831B1-0B89-4000-9D1B-D76803B7A12D,IL20,Il Emergency Operations Center,39-46-40.4000N,089-36-15.6000W,580,,HP,SPRINGFIELD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5384,F681891C-822F-4167-B698-F83A2F3D682C,SPI,Abraham Lincoln Capital,39-50-39.2000N,089-40-41.1000W,597.8,KSPI,AD,SPRINGFIELD,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5385,25D05E4B-FC2D-49D0-97F8-2907146D7567,3LL4,Pillow Hill,42-26-50.0700N,088-12-05.3140W,815,,AD,SPRING GROVE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5386,074ADA6E-9D87-4E21-AD1B-447C8DDA8012,3LL5,Richardson Fld,42-27-52.0690N,088-14-03.3200W,860,,AD,SPRING GROVE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5387,6C7EFEBE-A0E8-42B4-A542-73E16921CFEE,3LL7,St Margarets Hospital,41-19-47.1200N,089-11-28.3900W,625,,HP,SPRING VALLEY,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5388,7B2E2A05-4C91-4810-A445-C41EC9BC4280,IS33,Willhoit,39-02-44.1670N,089-50-26.3500W,614,,AD,STAUNTON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5389,ADAB8E7C-A9C8-4972-AF5D-134417C85F05,IS21,Community Mem Hospital,39-00-54.9200N,089-47-19.4700W,619,,HP,STAUNTON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5390,D3073CBA-4983-4680-80CE-1CC60709313B,SQI,Whiteside Co Arpt-Jos H Bittorf Fld,41-44-34.2000N,089-40-34.6000W,647.6,KSQI,AD,STERLING/ROCKFALLS,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5391,F4D242A5-6162-4CA1-AE2D-01E06F8398CC,IS46,Cgh Medical Center,41-48-08.6300N,089-41-49.8000W,727,,HP,STERLING,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5392,5116A2BE-2B18-447A-8621-0F29BADD11A4,LL38,Stutzke,41-48-37.0000N,089-50-18.0000W,740,,AD,STERLING,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5393,CA378A80-3EA4-4684-80D9-C1A8BAA06E76,4LL0,Ranken,41-50-09.1070N,089-05-36.3390W,785,,AD,STEWARD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5394,BCB4504D-3299-45C4-82A2-8A79B36C1B9C,4LL7,Willadae Farms,42-00-00.1010N,088-40-00.3130W,850,,AD,SYCAMORE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5395,A4CB89E8-920A-466F-ABCC-A52D4A47B2DA,4LL8,Colonial Acres,42-00-10.1000N,088-38-45.3110W,840,,AD,SYCAMORE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5396,44A0BE3C-42F4-4441-BF9D-5CDD3427F4AE,IL54,Richmond,40-20-39.0000N,090-26-34.0000W,680,,AD,TABLE GROVE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5397,05870132-E0A6-4DD6-967A-E16C6D8BC45A,32IL,Village of Tamms,37-14-20.0000N,089-15-57.0000W,340,,HP,TAMMS,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5398,0391F34B-2A6C-4987-B191-F6016F2F2766,TAZ,Taylorville Muni,39-31-57.3078N,089-19-50.5449W,622,KTAZ,AD,TAYLORVILLE,IL,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
5399,ACA92428-D275-4A72-84F8-1E77B3FF99F8,2LL0,Taylorville Mem Hospital,39-33-16.1900N,089-17-41.3700W,620,,HP,TAYLORVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5400,993E1C05-27CD-4D2D-ADE2-FC421C8AC4BC,56IS,Liannimal's Landing,40-14-35.1230N,088-04-58.1470W,690,,AD,THOMASBORO,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5401,A132686D-BE57-4AB5-ACC9-8C9D76010F17,IS56,Herren,40-05-17.1690N,090-53-07.4770W,654,,AD,TIMEWELL,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5402,C623E81C-8C68-4B7E-B909-C07B3E38D6BB,15LL,Cloverleaf Ranch,41-14-15.0000N,089-32-12.0000W,807,,AD,TISKILWA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5403,F40DF23D-CF79-4443-A653-17D621E9D75F,5IS6,Webster,41-06-20.1330N,089-50-20.3770W,750,,HP,TOULON,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5404,96BCFB28-E65D-4F1E-BC3C-45CF7F2619BF,5LL5,Gordon Brown,40-42-05.1350N,089-53-02.3950W,745,,AD,TRIVOLI,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5405,7C7660AB-2381-4059-A7D8-C92B02138C7A,K96,Tuscola,39-46-52.3100N,088-18-23.2050W,665,,AD,TUSCOLA,IL,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5406,19B14612-086C-471B-8B62-4F79A4FD252D,7IL5,Illinois Wing & Rotor,39-53-50.0000N,088-08-34.0000W,650,,HP,VILLA GROVE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5407,0BF9ADF8-A9FE-4EE1-BF92-556F3047E566,6LL2,Young,41-09-52.1290N,090-33-26.4820W,760,,AD,VIOLA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5408,E3CCAB4C-798D-482D-849A-D80932769EDD,25IL,Holzwarth Flying Service,39-30-59.2050N,089-52-10.8250W,681,,AD,VIRDEN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5409,ED4B0B90-B24E-41C8-9AA9-17724FC19F2E,6IL9,Geldean,41-30-50.3830N,089-37-51.7880W,745,,AD,WALNUT,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5410,DAD21C8B-72F1-4D71-9EB1-5CB5F54D7E79,5IL8,Woodley 2,41-31-21.0000N,089-39-20.0000W,640,,AD,WALNUT,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5411,AB6185BB-3C18-4ED3-80B4-1DE2CE6285A0,LL34,Thorp,40-13-09.0000N,088-55-22.0000W,750,,AD,WAPELLA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5412,85A98BA2-0598-40C2-B409-29BA425E9D3A,95IS,Jan Knipe,40-22-14.0000N,091-23-20.0000W,645,,AD,WARSAW,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5413,9AEE2322-18E7-4DB3-973D-04F8513AFB67,72IL,Cornerstone,41-48-37.0000N,088-10-06.0000W,773,,HP,WARRENVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5414,A808BEFC-9C8A-4EF9-AC4E-3DEE0C8FDF88,29LL,Monroe Co Ambulance Service,38-20-21.4000N,090-09-49.9000W,630,,HP,WATERLOO,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5415,56452DA1-F257-4C22-9299-32B2F45F9A01,56LL,Wade,41-45-18.1060N,088-46-16.2960W,810,,AD,WATERMAN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5416,BD62D606-6D73-4713-AE93-BF062BCB14A9,98LL,Braden Farms,40-47-57.1260N,087-47-01.1240W,630,,AD,WATSEKA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5417,81FE4E4E-4928-4F5B-AF6C-CFF76B52668E,IS89,Iroquois Mem Hospital,40-45-56.9600N,087-43-53.1300W,677,,HP,WATSEKA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5418,26201F77-85DD-4D20-BB82-13CADB5C93EA,IS02,Dietchweiler,40-46-42.1260N,087-47-30.1230W,640,,AD,WATSEKA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5419,C63DF7FA-2CC0-4CB4-B040-C199766C76A3,2T2,Percival Springs,39-00-52.0000N,088-32-21.4000W,552,,AD,WATSON,IL,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5420,0EE10716-04B4-48AD-BB5C-CBB0DECD18EE,7LL1,Vista Medical Center West,42-21-32.8300N,087-51-56.4400W,700,,HP,WAUKEGAN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5421,8C200620-D714-444A-AC8F-D2972434DF4F,7LL2,Vista Medical Center-East,42-22-39.7200N,087-50-00.2500W,624,,HP,WAUKEGAN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5422,D0FB9C48-EF94-4DA3-9A7D-2AE58A4DCE36,3IS7,Foote,41-05-13.0300N,089-05-45.2950W,645,,AD,WENONA,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5423,2F6B693D-92A4-4E64-86F1-C21B90CFD8C9,7LL6,Gehant,41-41-51.1130N,089-08-39.3260W,952,,AD,WEST BROOKLYN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,OBJECTIONABLE,0,0,0,0,0,0
5424,DE3D038C-E5A7-4287-95B8-00D930CC7158,7LL7,Delhotal,41-44-10.1130N,089-10-20.3320W,760,,AD,WEST BROOKLYN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5425,D7146963-3F79-49B3-B6CC-98E8A9C674C9,0IS9,Bernardin,41-42-30.1150N,089-12-10.3310W,830,,HP,WEST BROOKLYN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5426,D6CD1807-BE26-4442-8392-DB0DB1172B46,8IL3,Butler Hill Rla,41-44-17.0000N,089-09-45.0000W,765,,AD,WEST BROOKLYN,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5427,7D5FB1EC-527B-4629-B219-E5AC9AF5035D,28LL,Williamson,39-27-37.1410N,088-52-06.2670W,630,,AD,WESTERVELT,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5428,B3DF2B06-CD8D-47B0-A7F1-02712C3E2597,8LL8,Miners Mem Health Center,37-53-58.0000N,088-57-14.0000W,402,,HP,WEST  FRANKFORT,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5429,FF593DE7-BB13-440B-9B22-7C5CC0750A27,3LS7,Bock Farms,39-59-11.0000N,089-30-42.0000W,592,,AD,WILLIAMSVILLE,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,OBJECTIONABLE,0,0,0,0,0,0
5430,C95B6A0B-E344-4A72-9388-2A4EA2DDF4DC,05LL,Midwest Mem,41-44-56.1120N,087-56-06.2120W,710,,HP,WILLOWBROOK,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5431,AAF44355-BC5F-4942-96AE-62B8EF3F84A8,IS39,Central Dupage Hospital,41-52-21.0900N,088-09-28.5100W,735,,HP,WINFIELD,IL,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5432,EC9BAF73-D24D-4EA9-AB82-A726B457D568,0II0,Chuck's,40-15-36.1530N,085-15-11.8910W,955,,AD,ALBANY,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5433,E74BD9FF-D9C5-4E1F-A156-8B0EDCDD74E4,II77,Finney's Arpk,40-15-34.1530N,085-15-37.8920W,965,,AD,ALBANY,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5434,F267993C-7B5E-41DA-A457-7AA624C6F490,I99,Alexandria,40-13-57.0480N,085-38-15.1100W,900,,AD,ALEXANDRIA,IN,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
5435,0916349F-85B7-4720-AE63-B52557C90277,3IN5,Pippenger,41-19-01.0000N,085-22-17.0000W,980,,AD,ALBION,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5436,39CEA376-67C3-4198-A16A-858F95732E51,8IN9,Marcidale,39-41-08.0000N,086-36-08.0000W,855,,AD,AMO,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5437,88F3867F-F841-4D49-A680-CDCC09D8A636,34II,Burk Personal Use,40-03-02.1570N,085-36-09.9120W,930,,AD,ANDERSON,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
5438,581C082E-D13A-4B38-811C-C37ADAD11450,01IN,Community Hospital,40-07-59.3500N,085-41-39.9200W,890,,HP,ANDERSON,IN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
5439,E60FDE84-AB56-4D57-98D8-EA72A34E8176,AID,Anderson Muni-Darlington Fld,40-06-31.0000N,085-36-46.8000W,919.1,KAID,AD,ANDERSON,IN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
5440,1914B36E-514E-429D-A6D0-356B03F8D7B9,ANQ,Tri-State Steuben Co,41-38-22.9140N,085-05-00.5760W,995,KANQ,AD,ANGOLA,IN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
